facility_name,facility_id,state,condition,condition_name,measure_name,number_of_discharges,readmissions_footnote,excess_readmission_ratio,predicted_readmission_rate,expected_readmission_rate,calc_err,calc_err_match,number_of_readmissions,readm_start_date,readm_end_date
MEMORIAL HOSPITAL,150072,IN,HF,Heart Failure,READM-30-HF-HRRP,89.0,,0.9768,19.6928,20.1611,0.9767721007286307,1.0,16.0,7/1/18,6/30/21
MEMORIAL HOSPITAL,150072,IN,COPD,Chronic Obstructive Pulmonary Disease,READM-30-COPD-HRRP,,,0.9675,18.3743,18.9911,0.967521628552322,1.0,,7/1/18,6/30/21
MEMORIAL HOSPITAL,150072,IN,CABG,Coronary Artery Bypass Graft,READM-30-CABG-HRRP,,Results are not available for this reporting period.,,,,,,,7/1/18,6/30/21
MEMORIAL HOSPITAL,150072,IN,AMI,Acute Myocardial Infarction,READM-30-AMI-HRRP,,The number of cases/patients is too few to report.,,,,,,,7/1/18,6/30/21
COMMUNITY HOSPITAL EAST,150074,IN,PN,Pneumonia,READM-30-PN-HRRP,219.0,,0.9127,14.4518,15.8348,0.9126607219541769,1.0,25.0,7/1/18,6/30/21
COMMUNITY HOSPITAL EAST,150074,IN,HIP-KNEE,Total Hip/Knee Arthroplasty,READM-30-HIP-KNEE-HRRP,99.0,,1.3332,6.0568,4.5431,1.3331865906539588,1.0,11.0,7/1/18,6/30/21
COMMUNITY HOSPITAL EAST,150074,IN,HF,Heart Failure,READM-30-HF-HRRP,541.0,,0.9106,19.6164,21.5424,0.9105949197860962,1.0,100.0,7/1/18,6/30/21
COMMUNITY HOSPITAL EAST,150074,IN,COPD,Chronic Obstructive Pulmonary Disease,READM-30-COPD-HRRP,160.0,,1.0714,21.5674,20.1302,1.0713952171364418,1.0,40.0,7/1/18,6/30/21
COMMUNITY HOSPITAL EAST,150074,IN,CABG,Coronary Artery Bypass Graft,READM-30-CABG-HRRP,154.0,,1.2022,14.153,11.7725,1.2022085368443405,1.0,26.0,7/1/18,6/30/21
COMMUNITY HOSPITAL EAST,150074,IN,AMI,Acute Myocardial Infarction,READM-30-AMI-HRRP,251.0,,0.9622,13.5508,14.0838,0.9621551001860293,1.0,32.0,7/1/18,6/30/21
BLUFFTON REGIONAL MEDICAL CENTER,150075,IN,PN,Pneumonia,READM-30-PN-HRRP,63.0,,1.0181,15.3933,15.1197,1.0180955971348638,1.0,11.0,7/1/18,6/30/21
BLUFFTON REGIONAL MEDICAL CENTER,150075,IN,HIP-KNEE,Total Hip/Knee Arthroplasty,READM-30-HIP-KNEE-HRRP,,The number of cases/patients is too few to report.,,,,,,,7/1/18,6/30/21
BLUFFTON REGIONAL MEDICAL CENTER,150075,IN,HF,Heart Failure,READM-30-HF-HRRP,,,0.9497,17.5599,18.4907,0.9496611810261374,1.0,,7/1/18,6/30/21
BLUFFTON REGIONAL MEDICAL CENTER,150075,IN,COPD,Chronic Obstructive Pulmonary Disease,READM-30-COPD-HRRP,,,0.9727,17.9572,18.4616,0.972678424405252,1.0,,7/1/18,6/30/21
BLUFFTON REGIONAL MEDICAL CENTER,150075,IN,CABG,Coronary Artery Bypass Graft,READM-30-CABG-HRRP,,Results are not available for this reporting period.,,,,,,,7/1/18,6/30/21
BLUFFTON REGIONAL MEDICAL CENTER,150075,IN,AMI,Acute Myocardial Infarction,READM-30-AMI-HRRP,,The number of cases/patients is too few to report.,,,,,,,7/1/18,6/30/21
SAINT JOSEPH REGIONAL MEDICAL CENTER - PLYMOUTH,150076,IN,PN,Pneumonia,READM-30-PN-HRRP,113.0,,0.9428,14.3707,15.2428,0.9427861022909176,1.0,12.0,7/1/18,6/30/21
SAINT JOSEPH REGIONAL MEDICAL CENTER - PLYMOUTH,150076,IN,HIP-KNEE,Total Hip/Knee Arthroplasty,READM-30-HIP-KNEE-HRRP,,The number of cases/patients is too few to report.,,,,,,,7/1/18,6/30/21
SAINT JOSEPH REGIONAL MEDICAL CENTER - PLYMOUTH,150076,IN,HF,Heart Failure,READM-30-HF-HRRP,87.0,,1.0042,20.3764,20.2908,1.0042186606738028,1.0,18.0,7/1/18,6/30/21
SAINT JOSEPH REGIONAL MEDICAL CENTER - PLYMOUTH,150076,IN,COPD,Chronic Obstructive Pulmonary Disease,READM-30-COPD-HRRP,,,0.9759,17.3379,17.7667,0.9758649608537321,1.0,,7/1/18,6/30/21
SAINT JOSEPH REGIONAL MEDICAL CENTER - PLYMOUTH,150076,IN,CABG,Coronary Artery Bypass Graft,READM-30-CABG-HRRP,,Results are not available for this reporting period.,,,,,,,7/1/18,6/30/21
SAINT JOSEPH REGIONAL MEDICAL CENTER - PLYMOUTH,150076,IN,AMI,Acute Myocardial Infarction,READM-30-AMI-HRRP,,The number of cases/patients is too few to report.,,,,,,,7/1/18,6/30/21
DEACONESS HOSPITAL INC,150082,IN,PN,Pneumonia,READM-30-PN-HRRP,1204.0,,1.0951,18.6185,17.0024,1.0950512868771467,1.0,231.0,7/1/18,6/30/21
DEACONESS HOSPITAL INC,150082,IN,HIP-KNEE,Total Hip/Knee Arthroplasty,READM-30-HIP-KNEE-HRRP,645.0,,0.9184,3.7906,4.1273,0.9184212439124851,1.0,23.0,7/1/18,6/30/21
DEACONESS HOSPITAL INC,150082,IN,HF,Heart Failure,READM-30-HF-HRRP,1457.0,,1.0531,22.0027,20.8941,1.0530580403080294,1.0,324.0,7/1/18,6/30/21
DEACONESS HOSPITAL INC,150082,IN,COPD,Chronic Obstructive Pulmonary Disease,READM-30-COPD-HRRP,598.0,,1.0155,18.3645,18.0848,1.0154660267185702,1.0,111.0,7/1/18,6/30/21
DEACONESS HOSPITAL INC,150082,IN,CABG,Coronary Artery Bypass Graft,READM-30-CABG-HRRP,,,0.9464,10.1015,10.6733,0.9464270656685374,1.0,,7/1/18,6/30/21
DEACONESS HOSPITAL INC,150082,IN,AMI,Acute Myocardial Infarction,READM-30-AMI-HRRP,611.0,,1.0356,14.2688,13.7787,1.0355693933389942,1.0,89.0,7/1/18,6/30/21
ASCENSION ST VINCENT HOSPITAL,150084,IN,PN,Pneumonia,READM-30-PN-HRRP,532.0,,0.9317,16.4063,17.6099,0.9316520820674735,1.0,82.0,7/1/18,6/30/21
ASCENSION ST VINCENT HOSPITAL,150084,IN,HIP-KNEE,Total Hip/Knee Arthroplasty,READM-30-HIP-KNEE-HRRP,146.0,,1.1668,8.3614,7.1658,1.1668480839543387,1.0,15.0,7/1/18,6/30/21
ASCENSION ST VINCENT HOSPITAL,150084,IN,HF,Heart Failure,READM-30-HF-HRRP,734.0,,0.902,19.9999,22.1722,0.9020259604369436,1.0,140.0,7/1/18,6/30/21
ASCENSION ST VINCENT HOSPITAL,150084,IN,COPD,Chronic Obstructive Pulmonary Disease,READM-30-COPD-HRRP,197.0,,1.027,22.2442,21.6595,1.0269950829889887,1.0,46.0,7/1/18,6/30/21
ASCENSION ST VINCENT HOSPITAL,150084,IN,CABG,Coronary Artery Bypass Graft,READM-30-CABG-HRRP,,,0.9206,10.8664,11.8039,0.9205770974000118,1.0,,7/1/18,6/30/21
ASCENSION ST VINCENT HOSPITAL,150084,IN,AMI,Acute Myocardial Infarction,READM-30-AMI-HRRP,219.0,,0.9814,16.4454,16.7573,0.9813872163176645,1.0,35.0,7/1/18,6/30/21
ST ELIZABETH DEARBORN HOSPITAL,150086,IN,PN,Pneumonia,READM-30-PN-HRRP,202.0,,1.0278,16.3302,15.8887,1.027787043622197,1.0,35.0,7/1/18,6/30/21
ST ELIZABETH DEARBORN HOSPITAL,150086,IN,HIP-KNEE,Total Hip/Knee Arthroplasty,READM-30-HIP-KNEE-HRRP,,,0.9255,3.7655,4.0687,0.925479883009315,1.0,,7/1/18,6/30/21
ST ELIZABETH DEARBORN HOSPITAL,150086,IN,HF,Heart Failure,READM-30-HF-HRRP,136.0,,1.0311,19.8668,19.2671,1.031125597521163,1.0,29.0,7/1/18,6/30/21
ST ELIZABETH DEARBORN HOSPITAL,150086,IN,COPD,Chronic Obstructive Pulmonary Disease,READM-30-COPD-HRRP,138.0,,1.0315,17.8475,17.3028,1.0314804540305615,1.0,27.0,7/1/18,6/30/21
ST ELIZABETH DEARBORN HOSPITAL,150086,IN,CABG,Coronary Artery Bypass Graft,READM-30-CABG-HRRP,,Results are not available for this reporting period.,,,,,,,7/1/18,6/30/21
ST ELIZABETH DEARBORN HOSPITAL,150086,IN,AMI,Acute Myocardial Infarction,READM-30-AMI-HRRP,,,0.9677,16.4374,16.9867,0.9676629362972209,1.0,,7/1/18,6/30/21
ASCENSION ST VINCENT ANDERSON,150088,IN,PN,Pneumonia,READM-30-PN-HRRP,241.0,,0.9876,16.9835,17.1961,0.9876367315844871,1.0,40.0,7/1/18,6/30/21
ASCENSION ST VINCENT ANDERSON,150088,IN,HIP-KNEE,Total Hip/Knee Arthroplasty,READM-30-HIP-KNEE-HRRP,191.0,,1.1414,5.0904,4.4597,1.141422068749019,1.0,12.0,7/1/18,6/30/21
ASCENSION ST VINCENT ANDERSON,150088,IN,HF,Heart Failure,READM-30-HF-HRRP,145.0,,1.024,21.6779,21.1704,1.0239721497940522,1.0,33.0,7/1/18,6/30/21
ASCENSION ST VINCENT ANDERSON,150088,IN,COPD,Chronic Obstructive Pulmonary Disease,READM-30-COPD-HRRP,92.0,,1.0222,19.8557,19.4252,1.0221619339826615,1.0,20.0,7/1/18,6/30/21
ASCENSION ST VINCENT ANDERSON,150088,IN,CABG,Coronary Artery Bypass Graft,READM-30-CABG-HRRP,,Results are not available for this reporting period.,,,,,,,7/1/18,6/30/21
ASCENSION ST VINCENT ANDERSON,150088,IN,AMI,Acute Myocardial Infarction,READM-30-AMI-HRRP,,The number of cases/patients is too few to report.,,,,,,,7/1/18,6/30/21
INDIANA UNIVERSITY HEALTH BALL MEMORIAL HOSPITAL,150089,IN,PN,Pneumonia,READM-30-PN-HRRP,765.0,,0.9636,16.8321,17.4675,0.9636238729068269,1.0,126.0,7/1/18,6/30/21
INDIANA UNIVERSITY HEALTH BALL MEMORIAL HOSPITAL,150089,IN,HIP-KNEE,Total Hip/Knee Arthroplasty,READM-30-HIP-KNEE-HRRP,379.0,,0.8908,4.2161,4.7331,0.8907692632735416,1.0,14.0,7/1/18,6/30/21
INDIANA UNIVERSITY HEALTH BALL MEMORIAL HOSPITAL,150089,IN,HF,Heart Failure,READM-30-HF-HRRP,771.0,,1.0113,21.6927,21.4495,1.0113382596330915,1.0,168.0,7/1/18,6/30/21
INDIANA UNIVERSITY HEALTH BALL MEMORIAL HOSPITAL,150089,IN,COPD,Chronic Obstructive Pulmonary Disease,READM-30-COPD-HRRP,283.0,,0.9083,18.5955,20.4732,0.9082849774339137,1.0,45.0,7/1/18,6/30/21
INDIANA UNIVERSITY HEALTH BALL MEMORIAL HOSPITAL,150089,IN,CABG,Coronary Artery Bypass Graft,READM-30-CABG-HRRP,,,1.0195,11.1645,10.9509,1.0195052461441525,1.0,,7/1/18,6/30/21
INDIANA UNIVERSITY HEALTH BALL MEMORIAL HOSPITAL,150089,IN,AMI,Acute Myocardial Infarction,READM-30-AMI-HRRP,253.0,,1.0253,13.325,12.9956,1.025347040536797,1.0,35.0,7/1/18,6/30/21
FRANCISCAN HEALTH DYER,150090,IN,PN,Pneumonia,READM-30-PN-HRRP,194.0,,0.9648,17.9034,18.5565,0.9648047853851751,1.0,32.0,7/1/18,6/30/21
FRANCISCAN HEALTH DYER,150090,IN,HIP-KNEE,Total Hip/Knee Arthroplasty,READM-30-HIP-KNEE-HRRP,,,1.0032,4.862,4.8464,1.0032188841201717,1.0,,7/1/18,6/30/21
FRANCISCAN HEALTH DYER,150090,IN,HF,Heart Failure,READM-30-HF-HRRP,279.0,,0.9775,21.3322,21.8239,0.9774696548279639,1.0,58.0,7/1/18,6/30/21
FRANCISCAN HEALTH DYER,150090,IN,COPD,Chronic Obstructive Pulmonary Disease,READM-30-COPD-HRRP,113.0,,1.0054,20.8574,20.7459,1.0053745559363536,1.0,24.0,7/1/18,6/30/21
FRANCISCAN HEALTH DYER,150090,IN,CABG,Coronary Artery Bypass Graft,READM-30-CABG-HRRP,,The number of cases/patients is too few to report.,,,,,,,7/1/18,6/30/21
FRANCISCAN HEALTH DYER,150090,IN,AMI,Acute Myocardial Infarction,READM-30-AMI-HRRP,85.0,,1.0809,17.3903,16.0892,1.0808679113939785,1.0,19.0,7/1/18,6/30/21
PARKVIEW HUNTINGTON HOSPITAL,150091,IN,PN,Pneumonia,READM-30-PN-HRRP,82.0,,1.037,15.12,14.5808,1.0369801382640185,1.0,15.0,7/1/18,6/30/21
PARKVIEW HUNTINGTON HOSPITAL,150091,IN,HIP-KNEE,Total Hip/Knee Arthroplasty,READM-30-HIP-KNEE-HRRP,,,1.1092,4.465,4.0255,1.1091789839771455,1.0,,7/1/18,6/30/21
PARKVIEW HUNTINGTON HOSPITAL,150091,IN,HF,Heart Failure,READM-30-HF-HRRP,,,1.0017,19.7757,19.7417,1.001722242765314,1.0,,7/1/18,6/30/21
PARKVIEW HUNTINGTON HOSPITAL,150091,IN,COPD,Chronic Obstructive Pulmonary Disease,READM-30-COPD-HRRP,,,0.9507,16.7718,17.6424,0.9506529723847096,1.0,,7/1/18,6/30/21
PARKVIEW HUNTINGTON HOSPITAL,150091,IN,CABG,Coronary Artery Bypass Graft,READM-30-CABG-HRRP,,Results are not available for this reporting period.,,,,,,,7/1/18,6/30/21
PARKVIEW HUNTINGTON HOSPITAL,150091,IN,AMI,Acute Myocardial Infarction,READM-30-AMI-HRRP,,The number of cases/patients is too few to report.,,,,,,,7/1/18,6/30/21
MAJOR HOSPITAL,150097,IN,PN,Pneumonia,READM-30-PN-HRRP,147.0,,1.0562,17.6598,16.7195,1.0562397200873233,1.0,30.0,7/1/18,6/30/21
MAJOR HOSPITAL,150097,IN,HIP-KNEE,Total Hip/Knee Arthroplasty,READM-30-HIP-KNEE-HRRP,,,1.0877,4.823,4.4343,1.08765757842275,1.0,,7/1/18,6/30/21
MAJOR HOSPITAL,150097,IN,HF,Heart Failure,READM-30-HF-HRRP,121.0,,1.0405,21.7909,20.9417,1.0405506716264679,0.0,29.0,7/1/18,6/30/21
MAJOR HOSPITAL,150097,IN,COPD,Chronic Obstructive Pulmonary Disease,READM-30-COPD-HRRP,137.0,,0.909,18.6269,20.4912,0.9090194815335363,1.0,18.0,7/1/18,6/30/21
MAJOR HOSPITAL,150097,IN,CABG,Coronary Artery Bypass Graft,READM-30-CABG-HRRP,,Results are not available for this reporting period.,,,,,,,7/1/18,6/30/21
MAJOR HOSPITAL,150097,IN,AMI,Acute Myocardial Infarction,READM-30-AMI-HRRP,,The number of cases/patients is too few to report.,,,,,,,7/1/18,6/30/21
ASCENSION ST VINCENT EVANSVILLE,150100,IN,PN,Pneumonia,READM-30-PN-HRRP,382.0,,0.9867,17.0155,17.2448,0.9867032380775653,1.0,64.0,7/1/18,6/30/21
ASCENSION ST VINCENT EVANSVILLE,150100,IN,HIP-KNEE,Total Hip/Knee Arthroplasty,READM-30-HIP-KNEE-HRRP,837.0,,1.025,3.7734,3.6814,1.0249904927473243,1.0,32.0,7/1/18,6/30/21
ASCENSION ST VINCENT EVANSVILLE,150100,IN,HF,Heart Failure,READM-30-HF-HRRP,500.0,,0.9184,20.9354,22.7961,0.918376388943723,1.0,99.0,7/1/18,6/30/21
ASCENSION ST VINCENT EVANSVILLE,150100,IN,COPD,Chronic Obstructive Pulmonary Disease,READM-30-COPD-HRRP,118.0,,1.0002,22.0178,22.0127,1.0002316844367116,1.0,26.0,7/1/18,6/30/21
ASCENSION ST VINCENT EVANSVILLE,150100,IN,CABG,Coronary Artery Bypass Graft,READM-30-CABG-HRRP,101.0,,1.109,11.596,10.4564,1.1089858842431428,1.0,14.0,7/1/18,6/30/21
ASCENSION ST VINCENT EVANSVILLE,150100,IN,AMI,Acute Myocardial Infarction,READM-30-AMI-HRRP,265.0,,1.0444,16.4784,15.7773,1.04443726112833,1.0,46.0,7/1/18,6/30/21
PARKVIEW WHITLEY HOSPITAL,150101,IN,PN,Pneumonia,READM-30-PN-HRRP,65.0,,1.0247,15.7325,15.3531,1.0247116217571697,1.0,12.0,7/1/18,6/30/21
PARKVIEW WHITLEY HOSPITAL,150101,IN,HIP-KNEE,Total Hip/Knee Arthroplasty,READM-30-HIP-KNEE-HRRP,,The number of cases/patients is too few to report.,,,,,,,7/1/18,6/30/21
PARKVIEW WHITLEY HOSPITAL,150101,IN,HF,Heart Failure,READM-30-HF-HRRP,60.0,,1.0193,19.6209,19.2499,1.019272827391311,1.0,13.0,7/1/18,6/30/21
PARKVIEW WHITLEY HOSPITAL,150101,IN,COPD,Chronic Obstructive Pulmonary Disease,READM-30-COPD-HRRP,,,1.0108,17.1117,16.9285,1.0108219865906607,1.0,,7/1/18,6/30/21
PARKVIEW WHITLEY HOSPITAL,150101,IN,CABG,Coronary Artery Bypass Graft,READM-30-CABG-HRRP,,Results are not available for this reporting period.,,,,,,,7/1/18,6/30/21
PARKVIEW WHITLEY HOSPITAL,150101,IN,AMI,Acute Myocardial Infarction,READM-30-AMI-HRRP,,The number of cases/patients is too few to report.,,,,,,,7/1/18,6/30/21
NORTHWEST HEALTH - STARKE,150102,IN,PN,Pneumonia,READM-30-PN-HRRP,,,1.0002,15.7496,15.7464,1.000203221053701,1.0,,7/1/18,6/30/21
NORTHWEST HEALTH - STARKE,150102,IN,HIP-KNEE,Total Hip/Knee Arthroplasty,READM-30-HIP-KNEE-HRRP,,Results are not available for this reporting period.,,,,,,,7/1/18,6/30/21
NORTHWEST HEALTH - STARKE,150102,IN,HF,Heart Failure,READM-30-HF-HRRP,,,0.9816,19.3038,19.6649,0.9816373335231808,1.0,,7/1/18,6/30/21
NORTHWEST HEALTH - STARKE,150102,IN,COPD,Chronic Obstructive Pulmonary Disease,READM-30-COPD-HRRP,,,0.9729,19.3315,19.8698,0.9729086352152512,1.0,,7/1/18,6/30/21
NORTHWEST HEALTH - STARKE,150102,IN,CABG,Coronary Artery Bypass Graft,READM-30-CABG-HRRP,,Results are not available for this reporting period.,,,,,,,7/1/18,6/30/21
NORTHWEST HEALTH - STARKE,150102,IN,AMI,Acute Myocardial Infarction,READM-30-AMI-HRRP,,The number of cases/patients is too few to report.,,,,,,,7/1/18,6/30/21
WITHAM HEALTH SERVICES,150104,IN,PN,Pneumonia,READM-30-PN-HRRP,144.0,,0.9859,15.2939,15.5119,0.9859462735061469,1.0,21.0,7/1/18,6/30/21
WITHAM HEALTH SERVICES,150104,IN,HIP-KNEE,Total Hip/Knee Arthroplasty,READM-30-HIP-KNEE-HRRP,,,0.9952,3.7164,3.7342,0.9952332494242409,1.0,,7/1/18,6/30/21
WITHAM HEALTH SERVICES,150104,IN,HF,Heart Failure,READM-30-HF-HRRP,128.0,,0.9805,20.5413,20.95,0.980491646778043,1.0,25.0,7/1/18,6/30/21
WITHAM HEALTH SERVICES,150104,IN,COPD,Chronic Obstructive Pulmonary Disease,READM-30-COPD-HRRP,61.0,,1.1039,18.73,16.9667,1.1039271042689505,1.0,19.0,7/1/18,6/30/21
WITHAM HEALTH SERVICES,150104,IN,CABG,Coronary Artery Bypass Graft,READM-30-CABG-HRRP,,Results are not available for this reporting period.,,,,,,,7/1/18,6/30/21
WITHAM HEALTH SERVICES,150104,IN,AMI,Acute Myocardial Infarction,READM-30-AMI-HRRP,,,1.0327,14.9193,14.4467,1.0327133532225352,1.0,,7/1/18,6/30/21
FRANCISCAN HEALTH LAFAYETTE,150109,IN,PN,Pneumonia,READM-30-PN-HRRP,389.0,,0.9589,17.5249,18.2751,0.9589496090308671,1.0,65.0,7/1/18,6/30/21
FRANCISCAN HEALTH LAFAYETTE,150109,IN,HIP-KNEE,Total Hip/Knee Arthroplasty,READM-30-HIP-KNEE-HRRP,658.0,,0.9678,4.0363,4.1704,0.9678448110492998,1.0,26.0,7/1/18,6/30/21
FRANCISCAN HEALTH LAFAYETTE,150109,IN,HF,Heart Failure,READM-30-HF-HRRP,427.0,,0.9511,21.1558,22.2426,0.9511388057151592,1.0,87.0,7/1/18,6/30/21
FRANCISCAN HEALTH LAFAYETTE,150109,IN,COPD,Chronic Obstructive Pulmonary Disease,READM-30-COPD-HRRP,173.0,,0.9791,20.0552,20.4829,0.9791191676959805,1.0,33.0,7/1/18,6/30/21
FRANCISCAN HEALTH LAFAYETTE,150109,IN,CABG,Coronary Artery Bypass Graft,READM-30-CABG-HRRP,,,0.9847,12.4475,12.6413,0.9846692982525532,1.0,,7/1/18,6/30/21
FRANCISCAN HEALTH LAFAYETTE,150109,IN,AMI,Acute Myocardial Infarction,READM-30-AMI-HRRP,281.0,,0.9242,12.8256,13.8777,0.9241877256317689,1.0,32.0,7/1/18,6/30/21
COLUMBUS REGIONAL HOSPITAL,150112,IN,PN,Pneumonia,READM-30-PN-HRRP,406.0,,0.9354,16.9987,18.1733,0.9353667193079958,1.0,64.0,7/1/18,6/30/21
COLUMBUS REGIONAL HOSPITAL,150112,IN,HIP-KNEE,Total Hip/Knee Arthroplasty,READM-30-HIP-KNEE-HRRP,,,0.9298,3.6831,3.9611,0.9298174749438287,1.0,,7/1/18,6/30/21
COLUMBUS REGIONAL HOSPITAL,150112,IN,HF,Heart Failure,READM-30-HF-HRRP,396.0,,0.9546,21.2381,22.2486,0.9545814118641173,1.0,81.0,7/1/18,6/30/21
COLUMBUS REGIONAL HOSPITAL,150112,IN,COPD,Chronic Obstructive Pulmonary Disease,READM-30-COPD-HRRP,150.0,,0.9583,20.2549,21.136,0.9583128311884935,1.0,27.0,7/1/18,6/30/21
COLUMBUS REGIONAL HOSPITAL,150112,IN,CABG,Coronary Artery Bypass Graft,READM-30-CABG-HRRP,,,0.8896,9.2782,10.4297,0.8895941398122669,1.0,,7/1/18,6/30/21
COLUMBUS REGIONAL HOSPITAL,150112,IN,AMI,Acute Myocardial Infarction,READM-30-AMI-HRRP,237.0,,0.9877,13.7738,13.9449,0.9877302813214867,1.0,32.0,7/1/18,6/30/21
COMMUNITY HOSPITAL OF ANDERSON AND MADISON COUNTY,150113,IN,PN,Pneumonia,READM-30-PN-HRRP,265.0,,1.0662,17.8282,16.7217,1.066171501701382,1.0,52.0,7/1/18,6/30/21
COMMUNITY HOSPITAL OF ANDERSON AND MADISON COUNTY,150113,IN,HIP-KNEE,Total Hip/Knee Arthroplasty,READM-30-HIP-KNEE-HRRP,,,0.9996,4.3618,4.3635,0.9996104044918069,1.0,,7/1/18,6/30/21
COMMUNITY HOSPITAL OF ANDERSON AND MADISON COUNTY,150113,IN,HF,Heart Failure,READM-30-HF-HRRP,266.0,,1.109,22.971,20.7132,1.1090029546376223,1.0,68.0,7/1/18,6/30/21
COMMUNITY HOSPITAL OF ANDERSON AND MADISON COUNTY,150113,IN,COPD,Chronic Obstructive Pulmonary Disease,READM-30-COPD-HRRP,113.0,,1.044,20.8651,19.9861,1.0439805664937132,1.0,27.0,7/1/18,6/30/21
COMMUNITY HOSPITAL OF ANDERSON AND MADISON COUNTY,150113,IN,CABG,Coronary Artery Bypass Graft,READM-30-CABG-HRRP,,Results are not available for this reporting period.,,,,,,,7/1/18,6/30/21
COMMUNITY HOSPITAL OF ANDERSON AND MADISON COUNTY,150113,IN,AMI,Acute Myocardial Infarction,READM-30-AMI-HRRP,,,0.9999,14.7157,14.7166,0.9999388445700773,1.0,,7/1/18,6/30/21
MEMORIAL HOSPITAL AND HEALTH CARE CENTER,150115,IN,PN,Pneumonia,READM-30-PN-HRRP,319.0,,0.9494,14.3398,15.1039,0.9494104171770206,1.0,42.0,7/1/18,6/30/21
MEMORIAL HOSPITAL AND HEALTH CARE CENTER,150115,IN,HIP-KNEE,Total Hip/Knee Arthroplasty,READM-30-HIP-KNEE-HRRP,229.0,,0.9792,4.9628,5.0682,0.9792036620496428,1.0,11.0,7/1/18,6/30/21
MEMORIAL HOSPITAL AND HEALTH CARE CENTER,150115,IN,HF,Heart Failure,READM-30-HF-HRRP,326.0,,0.9001,16.1155,17.9044,0.900086012376846,1.0,46.0,7/1/18,6/30/21
MEMORIAL HOSPITAL AND HEALTH CARE CENTER,150115,IN,COPD,Chronic Obstructive Pulmonary Disease,READM-30-COPD-HRRP,124.0,,0.9888,16.0022,16.1833,0.988809451718747,1.0,19.0,7/1/18,6/30/21
MEMORIAL HOSPITAL AND HEALTH CARE CENTER,150115,IN,CABG,Coronary Artery Bypass Graft,READM-30-CABG-HRRP,,Results are not available for this reporting period.,,,,,,,7/1/18,6/30/21
MEMORIAL HOSPITAL AND HEALTH CARE CENTER,150115,IN,AMI,Acute Myocardial Infarction,READM-30-AMI-HRRP,151.0,,0.8973,11.5824,12.9083,0.8972831434038564,1.0,12.0,7/1/18,6/30/21
COMMUNITY HOSPITAL,150125,IN,PN,Pneumonia,READM-30-PN-HRRP,624.0,,1.0898,19.933,18.29,1.0898305084745763,1.0,131.0,7/1/18,6/30/21
COMMUNITY HOSPITAL,150125,IN,HIP-KNEE,Total Hip/Knee Arthroplasty,READM-30-HIP-KNEE-HRRP,236.0,,1.147,6.1688,5.378,1.1470435105987355,1.0,17.0,7/1/18,6/30/21
COMMUNITY HOSPITAL,150125,IN,HF,Heart Failure,READM-30-HF-HRRP,1006.0,,1.1344,24.9878,22.0266,1.13443745289786,1.0,260.0,7/1/18,6/30/21
COMMUNITY HOSPITAL,150125,IN,COPD,Chronic Obstructive Pulmonary Disease,READM-30-COPD-HRRP,396.0,,1.0993,21.3311,19.4048,1.0992692529683377,1.0,92.0,7/1/18,6/30/21
COMMUNITY HOSPITAL,150125,IN,CABG,Coronary Artery Bypass Graft,READM-30-CABG-HRRP,86.0,,1.1229,13.2322,11.7845,1.1228478085620943,0.0,14.0,7/1/18,6/30/21
COMMUNITY HOSPITAL,150125,IN,AMI,Acute Myocardial Infarction,READM-30-AMI-HRRP,202.0,,1.0974,19.2282,17.5213,1.0974185705398574,1.0,44.0,7/1/18,6/30/21
FRANCISCAN HEALTH CROWN POINT,150126,IN,PN,Pneumonia,READM-30-PN-HRRP,425.0,,0.9726,16.9584,17.4355,0.972636288033036,1.0,70.0,7/1/18,6/30/21
FRANCISCAN HEALTH CROWN POINT,150126,IN,HIP-KNEE,Total Hip/Knee Arthroplasty,READM-30-HIP-KNEE-HRRP,,,1.045,5.4059,5.1731,1.0450020297307223,1.0,,7/1/18,6/30/21
FRANCISCAN HEALTH CROWN POINT,150126,IN,HF,Heart Failure,READM-30-HF-HRRP,474.0,,0.9611,20.1695,20.9859,0.9610976894009787,1.0,93.0,7/1/18,6/30/21
FRANCISCAN HEALTH CROWN POINT,150126,IN,COPD,Chronic Obstructive Pulmonary Disease,READM-30-COPD-HRRP,240.0,,1.055,21.125,20.0229,1.0550419769364079,1.0,55.0,7/1/18,6/30/21
FRANCISCAN HEALTH CROWN POINT,150126,IN,CABG,Coronary Artery Bypass Graft,READM-30-CABG-HRRP,69.0,,1.3018,15.8755,12.195,1.3018040180401804,1.0,17.0,7/1/18,6/30/21
FRANCISCAN HEALTH CROWN POINT,150126,IN,AMI,Acute Myocardial Infarction,READM-30-AMI-HRRP,171.0,,1.159,17.0253,14.6892,1.1590352095417042,1.0,37.0,7/1/18,6/30/21
"COMMUNITY HOSPITAL SOUTH, INC.",150128,IN,PN,Pneumonia,READM-30-PN-HRRP,270.0,,0.935,15.533,16.6125,0.9350188111361926,1.0,37.0,7/1/18,6/30/21
"COMMUNITY HOSPITAL SOUTH, INC.",150128,IN,HIP-KNEE,Total Hip/Knee Arthroplasty,READM-30-HIP-KNEE-HRRP,192.0,,1.1386,5.5962,4.9149,1.1386193004944147,1.0,13.0,7/1/18,6/30/21
"COMMUNITY HOSPITAL SOUTH, INC.",150128,IN,HF,Heart Failure,READM-30-HF-HRRP,344.0,,0.9738,20.5648,21.1176,0.9738227828919954,1.0,69.0,7/1/18,6/30/21
